# This file is generated on 06-Dec-2021 at 11:56:23 and contains for each site, each satellite, frequency:
# att_scin = attenuation due to scintillation (dB).
# All parameters are computed by: ITU-R P.618-10 model.
# Attenuation due to clouds results are sorted acording to the site identification number:
#    _ 1 = Ljubljana 75GHz (Lat = 4.6040e+01 deg, Lon = 1.4512e+01 deg, Alt = 2.9800e-01 km)
# Stored values are organised as follow:
# Site number, Satellite number, Frequency (GHz), Elevation angle (deg), Elevation probability (), Time exceeded (%), att_scin (dB)
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 1.7000e+00, 3.3535e-01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 3.0000e+00, 2.8199e-01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 5.1000e+00, 2.3194e-01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 8.3000e+00, 1.8533e-01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 1.2000e+01, 1.4933e-01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 1.9000e+01, 1.0328e-01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 3.0000e+01, 5.5865e-02
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 4.5000e+01, 1.2104e-02
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 6.0000e+01, -2.0044e-02
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 8.0000e+01, -5.3209e-02
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 9.8000e+01, -7.7266e-02
