# This file is generated on 06-Dec-2021 at 12:10:29 and contains for each site, each satellite, frequency:
# att_comb_cdf_val = cdf value of total attenuation (dB); att_comb_cdf_prob = cdf probability of total attenuation(%).
# All parameters are computed by: ITU-R P.618-10 model.
# Total attenuation results are sorted acording to the site identification number:
#    _ 1 = Ljubljana 37.5GHz (Lat = 4.6040e+01 deg, Lon = 1.4512e+01 deg, Alt = 2.9800e-01 km)
# Stored values are organised as follow:
# Site number, Satellite number, Frequency (GHz), att_comb_cdf_val (dB), att_comb_cdf_prob ()
1, 3, 3.7500e+01, 1.9480e+01, 6.0000e-01
1, 3, 3.7500e+01, 1.5849e+01, 9.5000e-01
1, 3, 3.7500e+01, 1.2121e+01, 1.7000e+00
1, 3, 3.7500e+01, 9.2601e+00, 3.0000e+00
1, 3, 3.7500e+01, 7.0970e+00, 5.1000e+00
1, 3, 3.7500e+01, 5.4542e+00, 8.3000e+00
1, 3, 3.7500e+01, 4.3857e+00, 1.2000e+01
1, 3, 3.7500e+01, 3.2148e+00, 1.9000e+01
1, 3, 3.7500e+01, 2.3014e+00, 3.0000e+01
1, 3, 3.7500e+01, 1.8180e+00, 4.5000e+01
1, 3, 3.7500e+01, 1.6167e+00, 6.0000e+01
1, 3, 3.7500e+01, 1.5321e+00, 8.0000e+01
1, 3, 3.7500e+01, 1.5036e+00, 9.8000e+01
1, 3, 3.7500e+01, 8.8319e+01, 1.0000e-02
1, 3, 3.7500e+01, 7.7027e+01, 1.6000e-02
1, 3, 3.7500e+01, 6.5310e+01, 2.7000e-02
1, 3, 3.7500e+01, 5.4953e+01, 4.5000e-02
1, 3, 3.7500e+01, 4.5357e+01, 7.7000e-02
1, 3, 3.7500e+01, 3.7100e+01, 1.3000e-01
1, 3, 3.7500e+01, 3.0471e+01, 2.1000e-01
1, 3, 3.7500e+01, 2.4606e+01, 3.5000e-01
1, 3, 3.7500e+01, 1.9480e+01, 6.0000e-01
1, 3, 3.7500e+01, 1.5849e+01, 9.5000e-01
1, 3, 3.7500e+01, 1.2121e+01, 1.7000e+00
1, 3, 3.7500e+01, 9.2601e+00, 3.0000e+00
1, 3, 3.7500e+01, 7.0970e+00, 5.1000e+00
1, 3, 3.7500e+01, 5.4542e+00, 8.3000e+00
1, 3, 3.7500e+01, 4.3857e+00, 1.2000e+01
1, 3, 3.7500e+01, 3.2148e+00, 1.9000e+01
1, 3, 3.7500e+01, 2.3014e+00, 3.0000e+01
1, 3, 3.7500e+01, 1.8180e+00, 4.5000e+01
1, 3, 3.7500e+01, 1.6167e+00, 6.0000e+01
1, 3, 3.7500e+01, 1.5321e+00, 8.0000e+01
1, 3, 3.7500e+01, 1.5036e+00, 9.8000e+01
1, 3, 3.7500e+01, 8.8319e+01, 1.0000e-02
1, 3, 3.7500e+01, 7.7027e+01, 1.6000e-02
1, 3, 3.7500e+01, 6.5310e+01, 2.7000e-02
1, 3, 3.7500e+01, 5.4953e+01, 4.5000e-02
1, 3, 3.7500e+01, 4.5357e+01, 7.7000e-02
1, 3, 3.7500e+01, 3.7100e+01, 1.3000e-01
1, 3, 3.7500e+01, 3.0471e+01, 2.1000e-01
1, 3, 3.7500e+01, 2.4606e+01, 3.5000e-01
1, 3, 3.7500e+01, 1.9480e+01, 6.0000e-01
1, 3, 3.7500e+01, 1.5849e+01, 9.5000e-01
1, 3, 3.7500e+01, 1.2121e+01, 1.7000e+00
1, 3, 3.7500e+01, 9.2601e+00, 3.0000e+00
1, 3, 3.7500e+01, 7.0970e+00, 5.1000e+00
1, 3, 3.7500e+01, 5.4542e+00, 8.3000e+00
1, 3, 3.7500e+01, 4.3857e+00, 1.2000e+01
1, 3, 3.7500e+01, 3.2148e+00, 1.9000e+01
1, 3, 3.7500e+01, 2.3014e+00, 3.0000e+01
1, 3, 3.7500e+01, 1.8180e+00, 4.5000e+01
1, 3, 3.7500e+01, 1.6167e+00, 6.0000e+01
1, 3, 3.7500e+01, 1.5321e+00, 8.0000e+01
1, 3, 3.7500e+01, 1.5036e+00, 9.8000e+01
1, 3, 3.7500e+01, 8.8319e+01, 1.0000e-02
1, 3, 3.7500e+01, 7.7027e+01, 1.6000e-02
1, 3, 3.7500e+01, 6.5310e+01, 2.7000e-02
1, 3, 3.7500e+01, 5.4953e+01, 4.5000e-02
1, 3, 3.7500e+01, 4.5357e+01, 7.7000e-02
1, 3, 3.7500e+01, 3.7100e+01, 1.3000e-01
1, 3, 3.7500e+01, 3.0471e+01, 2.1000e-01
1, 3, 3.7500e+01, 2.4606e+01, 3.5000e-01
1, 3, 3.7500e+01, 1.9480e+01, 6.0000e-01
1, 3, 3.7500e+01, 1.5849e+01, 9.5000e-01
1, 3, 3.7500e+01, 1.2121e+01, 1.7000e+00
1, 3, 3.7500e+01, 9.2601e+00, 3.0000e+00
1, 3, 3.7500e+01, 7.0970e+00, 5.1000e+00
1, 3, 3.7500e+01, 5.4542e+00, 8.3000e+00
1, 3, 3.7500e+01, 4.3857e+00, 1.2000e+01
1, 3, 3.7500e+01, 3.2148e+00, 1.9000e+01
1, 3, 3.7500e+01, 2.3014e+00, 3.0000e+01
1, 3, 3.7500e+01, 1.8180e+00, 4.5000e+01
1, 3, 3.7500e+01, 1.6167e+00, 6.0000e+01
1, 3, 3.7500e+01, 1.5321e+00, 8.0000e+01
1, 3, 3.7500e+01, 1.5036e+00, 9.8000e+01
1, 3, 3.7500e+01, 8.8319e+01, 1.0000e-02
1, 3, 3.7500e+01, 7.7027e+01, 1.6000e-02
1, 3, 3.7500e+01, 6.5310e+01, 2.7000e-02
1, 3, 3.7500e+01, 5.4953e+01, 4.5000e-02
1, 3, 3.7500e+01, 4.5357e+01, 7.7000e-02
1, 3, 3.7500e+01, 3.7100e+01, 1.3000e-01
1, 3, 3.7500e+01, 3.0471e+01, 2.1000e-01
1, 3, 3.7500e+01, 2.4606e+01, 3.5000e-01
1, 3, 3.7500e+01, 1.9480e+01, 6.0000e-01
1, 3, 3.7500e+01, 1.5849e+01, 9.5000e-01
1, 3, 3.7500e+01, 1.2121e+01, 1.7000e+00
1, 3, 3.7500e+01, 9.2601e+00, 3.0000e+00
1, 3, 3.7500e+01, 7.0970e+00, 5.1000e+00
1, 3, 3.7500e+01, 5.4542e+00, 8.3000e+00
1, 3, 3.7500e+01, 4.3857e+00, 1.2000e+01
1, 3, 3.7500e+01, 3.2148e+00, 1.9000e+01
1, 3, 3.7500e+01, 2.3014e+00, 3.0000e+01
1, 3, 3.7500e+01, 1.8180e+00, 4.5000e+01
1, 3, 3.7500e+01, 1.6167e+00, 6.0000e+01
1, 3, 3.7500e+01, 1.5321e+00, 8.0000e+01
1, 3, 3.7500e+01, 1.5036e+00, 9.8000e+01
1, 3, 3.7500e+01, 8.8319e+01, 1.0000e-02
1, 3, 3.7500e+01, 7.7027e+01, 1.6000e-02
1, 3, 3.7500e+01, 6.5310e+01, 2.7000e-02
1, 3, 3.7500e+01, 5.4953e+01, 4.5000e-02
1, 3, 3.7500e+01, 4.5357e+01, 7.7000e-02
1, 3, 3.7500e+01, 3.7100e+01, 1.3000e-01
1, 3, 3.7500e+01, 3.0471e+01, 2.1000e-01
1, 3, 3.7500e+01, 2.4606e+01, 3.5000e-01
1, 3, 3.7500e+01, 1.9480e+01, 6.0000e-01
1, 3, 3.7500e+01, 1.5849e+01, 9.5000e-01
1, 3, 3.7500e+01, 1.2121e+01, 1.7000e+00
1, 3, 3.7500e+01, 9.2601e+00, 3.0000e+00
1, 3, 3.7500e+01, 7.0970e+00, 5.1000e+00
1, 3, 3.7500e+01, 5.4542e+00, 8.3000e+00
1, 3, 3.7500e+01, 4.3857e+00, 1.2000e+01
1, 3, 3.7500e+01, 3.2148e+00, 1.9000e+01
1, 3, 3.7500e+01, 2.3014e+00, 3.0000e+01
1, 3, 3.7500e+01, 1.8180e+00, 4.5000e+01
1, 3, 3.7500e+01, 1.6167e+00, 6.0000e+01
1, 3, 3.7500e+01, 1.5321e+00, 8.0000e+01
1, 3, 3.7500e+01, 1.5036e+00, 9.8000e+01
1, 3, 3.7500e+01, 8.8319e+01, 1.0000e-02
1, 3, 3.7500e+01, 7.7027e+01, 1.6000e-02
1, 3, 3.7500e+01, 6.5310e+01, 2.7000e-02
1, 3, 3.7500e+01, 5.4953e+01, 4.5000e-02
1, 3, 3.7500e+01, 4.5357e+01, 7.7000e-02
1, 3, 3.7500e+01, 3.7100e+01, 1.3000e-01
1, 3, 3.7500e+01, 3.0471e+01, 2.1000e-01
1, 3, 3.7500e+01, 2.4606e+01, 3.5000e-01
1, 3, 3.7500e+01, 1.9480e+01, 6.0000e-01
1, 3, 3.7500e+01, 1.5849e+01, 9.5000e-01
1, 3, 3.7500e+01, 1.2121e+01, 1.7000e+00
1, 3, 3.7500e+01, 9.2601e+00, 3.0000e+00
1, 3, 3.7500e+01, 7.0970e+00, 5.1000e+00
1, 3, 3.7500e+01, 5.4542e+00, 8.3000e+00
1, 3, 3.7500e+01, 4.3857e+00, 1.2000e+01
1, 3, 3.7500e+01, 3.2148e+00, 1.9000e+01
1, 3, 3.7500e+01, 2.3014e+00, 3.0000e+01
1, 3, 3.7500e+01, 1.8180e+00, 4.5000e+01
1, 3, 3.7500e+01, 1.6167e+00, 6.0000e+01
1, 3, 3.7500e+01, 1.5321e+00, 8.0000e+01
1, 3, 3.7500e+01, 1.5036e+00, 9.8000e+01
1, 3, 3.7500e+01, 8.8319e+01, 1.0000e-02
1, 3, 3.7500e+01, 7.7027e+01, 1.6000e-02
1, 3, 3.7500e+01, 6.5310e+01, 2.7000e-02
1, 3, 3.7500e+01, 5.4953e+01, 4.5000e-02
1, 3, 3.7500e+01, 4.5357e+01, 7.7000e-02
1, 3, 3.7500e+01, 3.7100e+01, 1.3000e-01
1, 3, 3.7500e+01, 3.0471e+01, 2.1000e-01
1, 3, 3.7500e+01, 2.4606e+01, 3.5000e-01
1, 3, 3.7500e+01, 1.9480e+01, 6.0000e-01
1, 3, 3.7500e+01, 1.5849e+01, 9.5000e-01
1, 3, 3.7500e+01, 1.2121e+01, 1.7000e+00
1, 3, 3.7500e+01, 9.2601e+00, 3.0000e+00
1, 3, 3.7500e+01, 7.0970e+00, 5.1000e+00
1, 3, 3.7500e+01, 5.4542e+00, 8.3000e+00
1, 3, 3.7500e+01, 4.3857e+00, 1.2000e+01
1, 3, 3.7500e+01, 3.2148e+00, 1.9000e+01
1, 3, 3.7500e+01, 2.3014e+00, 3.0000e+01
1, 3, 3.7500e+01, 1.8180e+00, 4.5000e+01
1, 3, 3.7500e+01, 1.6167e+00, 6.0000e+01
1, 3, 3.7500e+01, 1.5321e+00, 8.0000e+01
1, 3, 3.7500e+01, 1.5036e+00, 9.8000e+01
1, 3, 3.7500e+01, 8.8319e+01, 1.0000e-02
1, 3, 3.7500e+01, 7.7027e+01, 1.6000e-02
1, 3, 3.7500e+01, 6.5310e+01, 2.7000e-02
1, 3, 3.7500e+01, 5.4953e+01, 4.5000e-02
1, 3, 3.7500e+01, 4.5357e+01, 7.7000e-02
1, 3, 3.7500e+01, 3.7100e+01, 1.3000e-01
1, 3, 3.7500e+01, 3.0471e+01, 2.1000e-01
1, 3, 3.7500e+01, 2.4606e+01, 3.5000e-01
1, 3, 3.7500e+01, 1.9480e+01, 6.0000e-01
1, 3, 3.7500e+01, 1.5849e+01, 9.5000e-01
1, 3, 3.7500e+01, 1.2121e+01, 1.7000e+00
1, 3, 3.7500e+01, 9.2601e+00, 3.0000e+00
1, 3, 3.7500e+01, 7.0970e+00, 5.1000e+00
1, 3, 3.7500e+01, 5.4542e+00, 8.3000e+00
1, 3, 3.7500e+01, 4.3857e+00, 1.2000e+01
1, 3, 3.7500e+01, 3.2148e+00, 1.9000e+01
1, 3, 3.7500e+01, 2.3014e+00, 3.0000e+01
1, 3, 3.7500e+01, 1.8180e+00, 4.5000e+01
1, 3, 3.7500e+01, 1.6167e+00, 6.0000e+01
1, 3, 3.7500e+01, 1.5321e+00, 8.0000e+01
1, 3, 3.7500e+01, 1.5036e+00, 9.8000e+01
1, 3, 3.7500e+01, 8.8319e+01, 1.0000e-02
1, 3, 3.7500e+01, 7.7027e+01, 1.6000e-02
1, 3, 3.7500e+01, 6.5310e+01, 2.7000e-02
1, 3, 3.7500e+01, 5.4953e+01, 4.5000e-02
1, 3, 3.7500e+01, 4.5357e+01, 7.7000e-02
1, 3, 3.7500e+01, 3.7100e+01, 1.3000e-01
1, 3, 3.7500e+01, 3.0471e+01, 2.1000e-01
1, 3, 3.7500e+01, 2.4606e+01, 3.5000e-01
1, 3, 3.7500e+01, 1.9480e+01, 6.0000e-01
1, 3, 3.7500e+01, 1.5849e+01, 9.5000e-01
1, 3, 3.7500e+01, 1.2121e+01, 1.7000e+00
1, 3, 3.7500e+01, 9.2601e+00, 3.0000e+00
1, 3, 3.7500e+01, 7.0970e+00, 5.1000e+00
1, 3, 3.7500e+01, 5.4542e+00, 8.3000e+00
1, 3, 3.7500e+01, 4.3857e+00, 1.2000e+01
1, 3, 3.7500e+01, 3.2148e+00, 1.9000e+01
1, 3, 3.7500e+01, 2.3014e+00, 3.0000e+01
1, 3, 3.7500e+01, 1.8180e+00, 4.5000e+01
1, 3, 3.7500e+01, 1.6167e+00, 6.0000e+01
1, 3, 3.7500e+01, 1.5321e+00, 8.0000e+01
1, 3, 3.7500e+01, 1.5036e+00, 9.8000e+01
1, 3, 3.7500e+01, 8.8319e+01, 1.0000e-02
1, 3, 3.7500e+01, 7.7027e+01, 1.6000e-02
1, 3, 3.7500e+01, 6.5310e+01, 2.7000e-02
1, 3, 3.7500e+01, 5.4953e+01, 4.5000e-02
1, 3, 3.7500e+01, 4.5357e+01, 7.7000e-02
1, 3, 3.7500e+01, 3.7100e+01, 1.3000e-01
1, 3, 3.7500e+01, 3.0471e+01, 2.1000e-01
1, 3, 3.7500e+01, 2.4606e+01, 3.5000e-01
1, 3, 3.7500e+01, 1.9480e+01, 6.0000e-01
1, 3, 3.7500e+01, 1.5849e+01, 9.5000e-01
1, 3, 3.7500e+01, 1.2121e+01, 1.7000e+00
1, 3, 3.7500e+01, 9.2601e+00, 3.0000e+00
1, 3, 3.7500e+01, 7.0970e+00, 5.1000e+00
1, 3, 3.7500e+01, 5.4542e+00, 8.3000e+00
1, 3, 3.7500e+01, 4.3857e+00, 1.2000e+01
1, 3, 3.7500e+01, 3.2148e+00, 1.9000e+01
1, 3, 3.7500e+01, 2.3014e+00, 3.0000e+01
1, 3, 3.7500e+01, 1.8180e+00, 4.5000e+01
1, 3, 3.7500e+01, 1.6167e+00, 6.0000e+01
1, 3, 3.7500e+01, 1.5321e+00, 8.0000e+01
1, 3, 3.7500e+01, 1.5036e+00, 9.8000e+01
1, 4, 3.7500e+01, 7.5992e+01, 1.0000e-02
1, 4, 3.7500e+01, 6.5988e+01, 1.6000e-02
1, 4, 3.7500e+01, 5.5656e+01, 2.7000e-02
1, 4, 3.7500e+01, 4.6568e+01, 4.5000e-02
1, 4, 3.7500e+01, 3.8186e+01, 7.7000e-02
1, 4, 3.7500e+01, 3.1031e+01, 1.3000e-01
1, 4, 3.7500e+01, 2.5334e+01, 2.1000e-01
1, 4, 3.7500e+01, 2.0313e+01, 3.5000e-01
1, 4, 3.7500e+01, 1.5956e+01, 6.0000e-01
1, 4, 3.7500e+01, 1.2894e+01, 9.5000e-01
1, 4, 3.7500e+01, 9.7769e+00, 1.7000e+00
1, 4, 3.7500e+01, 7.4075e+00, 3.0000e+00
1, 4, 3.7500e+01, 5.6373e+00, 5.1000e+00
1, 4, 3.7500e+01, 4.3084e+00, 8.3000e+00
1, 4, 3.7500e+01, 3.4525e+00, 1.2000e+01
1, 4, 3.7500e+01, 2.5234e+00, 1.9000e+01
1, 4, 3.7500e+01, 1.8029e+00, 3.0000e+01
1, 4, 3.7500e+01, 1.4194e+00, 4.5000e+01
1, 4, 3.7500e+01, 1.2570e+00, 6.0000e+01
1, 4, 3.7500e+01, 1.1827e+00, 8.0000e+01
1, 4, 3.7500e+01, 1.1531e+00, 9.8000e+01
1, 4, 3.7500e+01, 7.5992e+01, 1.0000e-02
1, 4, 3.7500e+01, 6.5988e+01, 1.6000e-02
1, 4, 3.7500e+01, 5.5656e+01, 2.7000e-02
1, 4, 3.7500e+01, 4.6568e+01, 4.5000e-02
1, 4, 3.7500e+01, 3.8186e+01, 7.7000e-02
1, 4, 3.7500e+01, 3.1031e+01, 1.3000e-01
1, 4, 3.7500e+01, 2.5334e+01, 2.1000e-01
1, 4, 3.7500e+01, 2.0313e+01, 3.5000e-01
1, 4, 3.7500e+01, 1.5956e+01, 6.0000e-01
1, 4, 3.7500e+01, 1.2894e+01, 9.5000e-01
1, 4, 3.7500e+01, 9.7769e+00, 1.7000e+00
1, 4, 3.7500e+01, 7.4075e+00, 3.0000e+00
1, 4, 3.7500e+01, 5.6373e+00, 5.1000e+00
1, 4, 3.7500e+01, 4.3084e+00, 8.3000e+00
1, 4, 3.7500e+01, 3.4525e+00, 1.2000e+01
1, 4, 3.7500e+01, 2.5234e+00, 1.9000e+01
1, 4, 3.7500e+01, 1.8029e+00, 3.0000e+01
1, 4, 3.7500e+01, 1.4194e+00, 4.5000e+01
1, 4, 3.7500e+01, 1.2570e+00, 6.0000e+01
1, 4, 3.7500e+01, 1.1827e+00, 8.0000e+01
1, 4, 3.7500e+01, 1.1531e+00, 9.8000e+01
1, 4, 3.7500e+01, 7.5992e+01, 1.0000e-02
1, 4, 3.7500e+01, 6.5988e+01, 1.6000e-02
1, 4, 3.7500e+01, 5.5656e+01, 2.7000e-02
1, 4, 3.7500e+01, 4.6568e+01, 4.5000e-02
1, 4, 3.7500e+01, 3.8186e+01, 7.7000e-02
1, 4, 3.7500e+01, 3.1031e+01, 1.3000e-01
1, 4, 3.7500e+01, 2.5334e+01, 2.1000e-01
1, 4, 3.7500e+01, 2.0313e+01, 3.5000e-01
1, 4, 3.7500e+01, 1.5956e+01, 6.0000e-01
1, 4, 3.7500e+01, 1.2894e+01, 9.5000e-01
1, 4, 3.7500e+01, 9.7769e+00, 1.7000e+00
1, 4, 3.7500e+01, 7.4075e+00, 3.0000e+00
1, 4, 3.7500e+01, 5.6373e+00, 5.1000e+00
1, 4, 3.7500e+01, 4.3084e+00, 8.3000e+00
1, 4, 3.7500e+01, 3.4525e+00, 1.2000e+01
1, 4, 3.7500e+01, 2.5234e+00, 1.9000e+01
1, 4, 3.7500e+01, 1.8029e+00, 3.0000e+01
1, 4, 3.7500e+01, 1.4194e+00, 4.5000e+01
1, 4, 3.7500e+01, 1.2570e+00, 6.0000e+01
1, 4, 3.7500e+01, 1.1827e+00, 8.0000e+01
1, 4, 3.7500e+01, 1.1531e+00, 9.8000e+01
1, 4, 3.7500e+01, 7.5992e+01, 1.0000e-02
1, 4, 3.7500e+01, 6.5988e+01, 1.6000e-02
1, 4, 3.7500e+01, 5.5656e+01, 2.7000e-02
1, 4, 3.7500e+01, 4.6568e+01, 4.5000e-02
1, 4, 3.7500e+01, 3.8186e+01, 7.7000e-02
1, 4, 3.7500e+01, 3.1031e+01, 1.3000e-01
1, 4, 3.7500e+01, 2.5334e+01, 2.1000e-01
1, 4, 3.7500e+01, 2.0313e+01, 3.5000e-01
1, 4, 3.7500e+01, 1.5956e+01, 6.0000e-01
1, 4, 3.7500e+01, 1.2894e+01, 9.5000e-01
1, 4, 3.7500e+01, 9.7769e+00, 1.7000e+00
1, 4, 3.7500e+01, 7.4075e+00, 3.0000e+00
1, 4, 3.7500e+01, 5.6373e+00, 5.1000e+00
1, 4, 3.7500e+01, 4.3084e+00, 8.3000e+00
1, 4, 3.7500e+01, 3.4525e+00, 1.2000e+01
1, 4, 3.7500e+01, 2.5234e+00, 1.9000e+01
1, 4, 3.7500e+01, 1.8029e+00, 3.0000e+01
1, 4, 3.7500e+01, 1.4194e+00, 4.5000e+01
1, 4, 3.7500e+01, 1.2570e+00, 6.0000e+01
1, 4, 3.7500e+01, 1.1827e+00, 8.0000e+01
1, 4, 3.7500e+01, 1.1531e+00, 9.8000e+01
1, 4, 3.7500e+01, 7.5992e+01, 1.0000e-02
1, 4, 3.7500e+01, 6.5988e+01, 1.6000e-02
1, 4, 3.7500e+01, 5.5656e+01, 2.7000e-02
1, 4, 3.7500e+01, 4.6568e+01, 4.5000e-02
1, 4, 3.7500e+01, 3.8186e+01, 7.7000e-02
1, 4, 3.7500e+01, 3.1031e+01, 1.3000e-01
1, 4, 3.7500e+01, 2.5334e+01, 2.1000e-01
1, 4, 3.7500e+01, 2.0313e+01, 3.5000e-01
1, 4, 3.7500e+01, 1.5956e+01, 6.0000e-01
1, 4, 3.7500e+01, 1.2894e+01, 9.5000e-01
1, 4, 3.7500e+01, 9.7769e+00, 1.7000e+00
1, 4, 3.7500e+01, 7.4075e+00, 3.0000e+00
1, 4, 3.7500e+01, 5.6373e+00, 5.1000e+00
1, 4, 3.7500e+01, 4.3084e+00, 8.3000e+00
1, 4, 3.7500e+01, 3.4525e+00, 1.2000e+01
1, 4, 3.7500e+01, 2.5234e+00, 1.9000e+01
1, 4, 3.7500e+01, 1.8029e+00, 3.0000e+01
1, 4, 3.7500e+01, 1.4194e+00, 4.5000e+01
1, 4, 3.7500e+01, 1.2570e+00, 6.0000e+01
1, 4, 3.7500e+01, 1.1827e+00, 8.0000e+01
1, 4, 3.7500e+01, 1.1531e+00, 9.8000e+01
1, 4, 3.7500e+01, 7.5992e+01, 1.0000e-02
1, 4, 3.7500e+01, 6.5988e+01, 1.6000e-02
1, 4, 3.7500e+01, 5.5656e+01, 2.7000e-02
1, 4, 3.7500e+01, 4.6568e+01, 4.5000e-02
1, 4, 3.7500e+01, 3.8186e+01, 7.7000e-02
1, 4, 3.7500e+01, 3.1031e+01, 1.3000e-01
1, 4, 3.7500e+01, 2.5334e+01, 2.1000e-01
1, 4, 3.7500e+01, 2.0313e+01, 3.5000e-01
1, 4, 3.7500e+01, 1.5956e+01, 6.0000e-01
1, 4, 3.7500e+01, 1.2894e+01, 9.5000e-01
1, 4, 3.7500e+01, 9.7769e+00, 1.7000e+00
1, 4, 3.7500e+01, 7.4075e+00, 3.0000e+00
1, 4, 3.7500e+01, 5.6373e+00, 5.1000e+00
1, 4, 3.7500e+01, 4.3084e+00, 8.3000e+00
1, 4, 3.7500e+01, 3.4525e+00, 1.2000e+01
1, 4, 3.7500e+01, 2.5234e+00, 1.9000e+01
1, 4, 3.7500e+01, 1.8029e+00, 3.0000e+01
1, 4, 3.7500e+01, 1.4194e+00, 4.5000e+01
1, 4, 3.7500e+01, 1.2570e+00, 6.0000e+01
1, 4, 3.7500e+01, 1.1827e+00, 8.0000e+01
1, 4, 3.7500e+01, 1.1531e+00, 9.8000e+01
1, 4, 3.7500e+01, 7.5992e+01, 1.0000e-02
1, 4, 3.7500e+01, 6.5988e+01, 1.6000e-02
1, 4, 3.7500e+01, 5.5656e+01, 2.7000e-02
1, 4, 3.7500e+01, 4.6568e+01, 4.5000e-02
1, 4, 3.7500e+01, 3.8186e+01, 7.7000e-02
1, 4, 3.7500e+01, 3.1031e+01, 1.3000e-01
1, 4, 3.7500e+01, 2.5334e+01, 2.1000e-01
1, 4, 3.7500e+01, 2.0313e+01, 3.5000e-01
1, 4, 3.7500e+01, 1.5956e+01, 6.0000e-01
1, 4, 3.7500e+01, 1.2894e+01, 9.5000e-01
1, 4, 3.7500e+01, 9.7769e+00, 1.7000e+00
1, 4, 3.7500e+01, 7.4075e+00, 3.0000e+00
1, 4, 3.7500e+01, 5.6373e+00, 5.1000e+00
1, 4, 3.7500e+01, 4.3084e+00, 8.3000e+00
1, 4, 3.7500e+01, 3.4525e+00, 1.2000e+01
1, 4, 3.7500e+01, 2.5234e+00, 1.9000e+01
1, 4, 3.7500e+01, 1.8029e+00, 3.0000e+01
1, 4, 3.7500e+01, 1.4194e+00, 4.5000e+01
1, 4, 3.7500e+01, 1.2570e+00, 6.0000e+01
1, 4, 3.7500e+01, 1.1827e+00, 8.0000e+01
1, 4, 3.7500e+01, 1.1531e+00, 9.8000e+01
1, 4, 3.7500e+01, 7.5992e+01, 1.0000e-02
1, 4, 3.7500e+01, 6.5988e+01, 1.6000e-02
1, 4, 3.7500e+01, 5.5656e+01, 2.7000e-02
1, 4, 3.7500e+01, 4.6568e+01, 4.5000e-02
1, 4, 3.7500e+01, 3.8186e+01, 7.7000e-02
1, 4, 3.7500e+01, 3.1031e+01, 1.3000e-01
1, 4, 3.7500e+01, 2.5334e+01, 2.1000e-01
1, 4, 3.7500e+01, 2.0313e+01, 3.5000e-01
1, 4, 3.7500e+01, 1.5956e+01, 6.0000e-01
1, 4, 3.7500e+01, 1.2894e+01, 9.5000e-01
1, 4, 3.7500e+01, 9.7769e+00, 1.7000e+00
1, 4, 3.7500e+01, 7.4075e+00, 3.0000e+00
1, 4, 3.7500e+01, 5.6373e+00, 5.1000e+00
1, 4, 3.7500e+01, 4.3084e+00, 8.3000e+00
1, 4, 3.7500e+01, 3.4525e+00, 1.2000e+01
1, 4, 3.7500e+01, 2.5234e+00, 1.9000e+01
1, 4, 3.7500e+01, 1.8029e+00, 3.0000e+01
1, 4, 3.7500e+01, 1.4194e+00, 4.5000e+01
1, 4, 3.7500e+01, 1.2570e+00, 6.0000e+01
1, 4, 3.7500e+01, 1.1827e+00, 8.0000e+01
1, 4, 3.7500e+01, 1.1531e+00, 9.8000e+01
1, 4, 3.7500e+01, 7.5992e+01, 1.0000e-02
1, 4, 3.7500e+01, 6.5988e+01, 1.6000e-02
1, 4, 3.7500e+01, 5.5656e+01, 2.7000e-02
1, 4, 3.7500e+01, 4.6568e+01, 4.5000e-02
1, 4, 3.7500e+01, 3.8186e+01, 7.7000e-02
1, 4, 3.7500e+01, 3.1031e+01, 1.3000e-01
1, 4, 3.7500e+01, 2.5334e+01, 2.1000e-01
1, 4, 3.7500e+01, 2.0313e+01, 3.5000e-01
1, 4, 3.7500e+01, 1.5956e+01, 6.0000e-01
1, 4, 3.7500e+01, 1.2894e+01, 9.5000e-01
1, 4, 3.7500e+01, 9.7769e+00, 1.7000e+00
1, 4, 3.7500e+01, 7.4075e+00, 3.0000e+00
1, 4, 3.7500e+01, 5.6373e+00, 5.1000e+00
1, 4, 3.7500e+01, 4.3084e+00, 8.3000e+00
1, 4, 3.7500e+01, 3.4525e+00, 1.2000e+01
1, 4, 3.7500e+01, 2.5234e+00, 1.9000e+01
1, 4, 3.7500e+01, 1.8029e+00, 3.0000e+01
1, 4, 3.7500e+01, 1.4194e+00, 4.5000e+01
1, 4, 3.7500e+01, 1.2570e+00, 6.0000e+01
1, 4, 3.7500e+01, 1.1827e+00, 8.0000e+01
1, 4, 3.7500e+01, 1.1531e+00, 9.8000e+01
1, 4, 3.7500e+01, 7.5992e+01, 1.0000e-02
1, 4, 3.7500e+01, 6.5988e+01, 1.6000e-02
1, 4, 3.7500e+01, 5.5656e+01, 2.7000e-02
1, 4, 3.7500e+01, 4.6568e+01, 4.5000e-02
1, 4, 3.7500e+01, 3.8186e+01, 7.7000e-02
1, 4, 3.7500e+01, 3.1031e+01, 1.3000e-01
1, 4, 3.7500e+01, 2.5334e+01, 2.1000e-01
1, 4, 3.7500e+01, 2.0313e+01, 3.5000e-01
1, 4, 3.7500e+01, 1.5956e+01, 6.0000e-01
1, 4, 3.7500e+01, 1.2894e+01, 9.5000e-01
1, 4, 3.7500e+01, 9.7769e+00, 1.7000e+00
1, 4, 3.7500e+01, 7.4075e+00, 3.0000e+00
1, 4, 3.7500e+01, 5.6373e+00, 5.1000e+00
1, 4, 3.7500e+01, 4.3084e+00, 8.3000e+00
1, 4, 3.7500e+01, 3.4525e+00, 1.2000e+01
1, 4, 3.7500e+01, 2.5234e+00, 1.9000e+01
1, 4, 3.7500e+01, 1.8029e+00, 3.0000e+01
