# This file is generated on 06-Dec-2021 at 12:10:29 and contains for each site, each satellite, frequency:
# att_scin = attenuation due to scintillation (dB).
# All parameters are computed by: ITU-R P.618-10 model.
# Attenuation due to clouds results are sorted acording to the site identification number:
#    _ 1 = Ljubljana 37.5GHz (Lat = 4.6040e+01 deg, Lon = 1.4512e+01 deg, Alt = 2.9800e-01 km)
# Stored values are organised as follow:
# Site number, Satellite number, Frequency (GHz), Elevation angle (deg), Elevation probability (), Time exceeded (%), att_scin (dB)
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 9.8000e+01, -7.2977e-02
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 1.0000e-02, 7.6197e-01
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 1.6000e-02, 7.0485e-01
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 2.7000e-02, 6.4539e-01
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 4.5000e-02, 5.9114e-01
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 7.7000e-02, 5.3766e-01
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 1.3000e-01, 4.8858e-01
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 2.1000e-01, 4.4591e-01
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 3.5000e-01, 4.0242e-01
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 6.0000e-01, 3.5828e-01
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 9.5000e-01, 3.2170e-01
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 1.7000e+00, 2.7626e-01
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 3.0000e+00, 2.3231e-01
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 5.1000e+00, 1.9108e-01
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 8.3000e+00, 1.5267e-01
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 1.2000e+01, 1.2302e-01
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 1.9000e+01, 8.5083e-02
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 3.0000e+01, 4.6021e-02
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 4.5000e+01, 9.9713e-03
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 6.0000e+01, -1.6512e-02
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 8.0000e+01, -4.3834e-02
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 9.8000e+01, -6.3652e-02
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 1.0000e-02, 6.7958e-01
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 1.6000e-02, 6.2863e-01
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 2.7000e-02, 5.7560e-01
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 4.5000e-02, 5.2721e-01
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 7.7000e-02, 4.7952e-01
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 1.3000e-01, 4.3575e-01
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 2.1000e-01, 3.9769e-01
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 3.5000e-01, 3.5890e-01
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 6.0000e-01, 3.1954e-01
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 9.5000e-01, 2.8692e-01
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 1.7000e+00, 2.4639e-01
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 3.0000e+00, 2.0719e-01
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 5.1000e+00, 1.7041e-01
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 8.3000e+00, 1.3616e-01
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 1.2000e+01, 1.0972e-01
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 1.9000e+01, 7.5883e-02
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 3.0000e+01, 4.1045e-02
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 4.5000e+01, 8.8930e-03
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 6.0000e+01, -1.4727e-02
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 8.0000e+01, -3.9094e-02
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 9.8000e+01, -5.6769e-02
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 1.0000e-02, 6.1733e-01
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 1.6000e-02, 5.7105e-01
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 2.7000e-02, 5.2288e-01
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 4.5000e-02, 4.7892e-01
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 7.7000e-02, 4.3560e-01
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 1.3000e-01, 3.9584e-01
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 2.1000e-01, 3.6126e-01
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 3.5000e-01, 3.2603e-01
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 6.0000e-01, 2.9027e-01
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 9.5000e-01, 2.6063e-01
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 1.7000e+00, 2.2382e-01
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 3.0000e+00, 1.8821e-01
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 5.1000e+00, 1.5480e-01
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 8.3000e+00, 1.2369e-01
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 1.2000e+01, 9.9667e-02
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 1.9000e+01, 6.8932e-02
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 3.0000e+01, 3.7285e-02
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 4.5000e+01, 8.0784e-03
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 6.0000e+01, -1.3378e-02
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 8.0000e+01, -3.5513e-02
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 9.8000e+01, -5.1569e-02
