# This file is generated on 06-Dec-2021 at 12:06:30 and contains for each site, each satellite, frequency:
# att_rain = attenuation due to rain (dB); hr = mean rain height above sea level (km); R001 = Rain rate for 0.01 percente time of average year; k = k factor for rain attenuation; alpha = alpha factor for rain attenuation.
# All parameters are computed by: ITU-R P.618-10 model.
# Attenuation due to clouds results are sorted acording to the site identification number:
#    _ 1 = Lavrion 75GHz (Lat = 3.7720e+01 deg, Lon = 2.4048e+01 deg, Alt = 2.0000e-02 km)
# Stored values are organised as follow:
Site_number,Satellite_number,Frequency_GHz,Elevation_angle_deg,Elevation_probability,Time_exceeded_%,hr_km,R001_mm_h,k,alpha,att_rain_dB
1, 8, 7.5000e+01, 8.7000e+01, 1.0000e+00, 7.7000e-02, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 3.4156e+01
1, 8, 7.5000e+01, 8.7000e+01, 1.0000e+00, 1.3000e-01, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 2.6822e+01
1, 8, 7.5000e+01, 8.7000e+01, 1.0000e+00, 2.1000e-01, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 2.1158e+01
1, 8, 7.5000e+01, 8.7000e+01, 1.0000e+00, 3.5000e-01, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 1.6162e+01
1, 8, 7.5000e+01, 8.7000e+01, 1.0000e+00, 6.0000e-01, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 1.1938e+01
1, 8, 7.5000e+01, 8.7000e+01, 1.0000e+00, 9.5000e-01, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 9.0828e+00
1, 8, 7.5000e+01, 8.7000e+01, 1.0000e+00, 1.7000e+00, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 6.2978e+00
1, 8, 7.5000e+01, 8.7000e+01, 1.0000e+00, 3.0000e+00, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 4.3112e+00
1, 8, 7.5000e+01, 8.7000e+01, 1.0000e+00, 5.1000e+00, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 2.9681e+00
1, 8, 7.5000e+01, 8.7000e+01, 1.0000e+00, 8.3000e+00, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 2.0730e+00
1, 8, 7.5000e+01, 8.7000e+01, 1.0000e+00, 1.2000e+01, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 1.5634e+00
1, 8, 7.5000e+01, 8.7000e+01, 1.0000e+00, 1.9000e+01, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 1.0861e+00
1, 8, 7.5000e+01, 8.7000e+01, 1.0000e+00, 3.0000e+01, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 7.4584e-01
1, 8, 7.5000e+01, 8.7000e+01, 1.0000e+00, 4.5000e+01, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 5.2813e-01
1, 8, 7.5000e+01, 8.7000e+01, 1.0000e+00, 6.0000e+01, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 4.1069e-01
1, 8, 7.5000e+01, 8.7000e+01, 1.0000e+00, 8.0000e+01, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 3.1763e-01
1, 8, 7.5000e+01, 8.7000e+01, 1.0000e+00, 9.8000e+01, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 2.6410e-01
1, 9, 7.5000e+01, 8.9000e+01, 1.0000e+00, 1.0000e-02, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 7.3907e+01
1, 9, 7.5000e+01, 8.9000e+01, 1.0000e+00, 1.6000e-02, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 6.3440e+01
1, 9, 7.5000e+01, 8.9000e+01, 1.0000e+00, 2.7000e-02, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 5.2612e+01
1, 9, 7.5000e+01, 8.9000e+01, 1.0000e+00, 4.5000e-02, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 4.3068e+01
1, 9, 7.5000e+01, 8.9000e+01, 1.0000e+00, 7.7000e-02, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 3.4252e+01
1, 9, 7.5000e+01, 8.9000e+01, 1.0000e+00, 1.3000e-01, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 2.6899e+01
1, 9, 7.5000e+01, 8.9000e+01, 1.0000e+00, 2.1000e-01, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 2.1220e+01
1, 9, 7.5000e+01, 8.9000e+01, 1.0000e+00, 3.5000e-01, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 1.6210e+01
1, 9, 7.5000e+01, 8.9000e+01, 1.0000e+00, 6.0000e-01, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 1.1975e+01
1, 9, 7.5000e+01, 8.9000e+01, 1.0000e+00, 9.5000e-01, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 9.1109e+00
1, 9, 7.5000e+01, 8.9000e+01, 1.0000e+00, 1.7000e+00, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 6.3177e+00
1, 9, 7.5000e+01, 8.9000e+01, 1.0000e+00, 3.0000e+00, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 4.3251e+00
1, 9, 7.5000e+01, 8.9000e+01, 1.0000e+00, 5.1000e+00, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 2.9779e+00
1, 9, 7.5000e+01, 8.9000e+01, 1.0000e+00, 8.3000e+00, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 2.0799e+00
1, 9, 7.5000e+01, 8.9000e+01, 1.0000e+00, 1.2000e+01, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 1.5687e+00
1, 9, 7.5000e+01, 8.9000e+01, 1.0000e+00, 1.9000e+01, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 1.0899e+00
1, 9, 7.5000e+01, 8.9000e+01, 1.0000e+00, 3.0000e+01, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 7.4845e-01
1, 9, 7.5000e+01, 8.9000e+01, 1.0000e+00, 4.5000e+01, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 5.3000e-01
1, 9, 7.5000e+01, 8.9000e+01, 1.0000e+00, 6.0000e+01, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 4.1216e-01
1, 9, 7.5000e+01, 8.9000e+01, 1.0000e+00, 8.0000e+01, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 3.1878e-01
1, 9, 7.5000e+01, 8.9000e+01, 1.0000e+00, 9.8000e+01, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 2.6506e-01
1, 10, 7.5000e+01, 8.9900e+01, 1.0000e+00, 1.0000e-02, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 7.5782e+01
1, 10, 7.5000e+01, 8.9900e+01, 1.0000e+00, 1.6000e-02, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 6.5084e+01
1, 10, 7.5000e+01, 8.9900e+01, 1.0000e+00, 2.7000e-02, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 5.4007e+01
1, 10, 7.5000e+01, 8.9900e+01, 1.0000e+00, 4.5000e-02, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 4.4236e+01
1, 10, 7.5000e+01, 8.9900e+01, 1.0000e+00, 7.7000e-02, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 3.5202e+01
1, 10, 7.5000e+01, 8.9900e+01, 1.0000e+00, 1.3000e-01, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 2.7661e+01
1, 10, 7.5000e+01, 8.9900e+01, 1.0000e+00, 2.1000e-01, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 2.1833e+01
1, 10, 7.5000e+01, 8.9900e+01, 1.0000e+00, 3.5000e-01, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 1.6688e+01
1, 10, 7.5000e+01, 8.9900e+01, 1.0000e+00, 6.0000e-01, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 1.2335e+01
1, 10, 7.5000e+01, 8.9900e+01, 1.0000e+00, 9.5000e-01, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 9.3902e+00
1, 10, 7.5000e+01, 8.9900e+01, 1.0000e+00, 1.7000e+00, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 6.5156e+00
1, 10, 7.5000e+01, 8.9900e+01, 1.0000e+00, 3.0000e+00, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 4.4635e+00
1, 10, 7.5000e+01, 8.9900e+01, 1.0000e+00, 5.1000e+00, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 3.0750e+00
1, 10, 7.5000e+01, 8.9900e+01, 1.0000e+00, 8.3000e+00, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 2.1489e+00
1, 10, 7.5000e+01, 8.9900e+01, 1.0000e+00, 1.2000e+01, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 1.6214e+00
1, 10, 7.5000e+01, 8.9900e+01, 1.0000e+00, 1.9000e+01, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 1.1271e+00
1, 10, 7.5000e+01, 8.9900e+01, 1.0000e+00, 3.0000e+01, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 7.7439e-01
1, 10, 7.5000e+01, 8.9900e+01, 1.0000e+00, 4.5000e+01, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 5.4862e-01
1, 10, 7.5000e+01, 8.9900e+01, 1.0000e+00, 6.0000e+01, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 4.2678e-01
1, 10, 7.5000e+01, 8.9900e+01, 1.0000e+00, 8.0000e+01, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 3.3019e-01
1, 10, 7.5000e+01, 8.9900e+01, 1.0000e+00, 9.8000e+01, 2.4385e+00, 5.1365e+01, 1.1024e+00, 7.1656e-01, 2.7462e-01
