# This file is generated on 06-Dec-2021 at 11:43:04 and contains for each site, each satellite, frequency:
# att_comb = total attenuation (dB).
# All parameters are computed by: ITU-R P.618-10 model.
# Total attenuation results are sorted acording to the site identification number:
#    _ 1 = Lavrion 75GHz (Lat = 3.7720e+01 deg, Lon = 2.4048e+01 deg, Alt = 2.0000e-02 km)
# Stored values are organised as follow:
# Site number, Satellite number, Frequency (GHz), Elevation angle (deg), Elevation probability (), Time exceeded (%), att_comb (dB)
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 4.5000e+01, 1.9271e+00
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 6.0000e+01, 1.7914e+00
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 8.0000e+01, 1.6927e+00
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 9.8000e+01, 1.6432e+00
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 1.0000e-02, 8.6182e+01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 1.6000e-02, 7.5053e+01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 2.7000e-02, 6.3510e+01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 4.5000e-02, 5.3312e+01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 7.7000e-02, 4.3870e+01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 1.3000e-01, 3.5760e+01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 2.1000e-01, 2.9242e+01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 3.5000e-01, 2.3317e+01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 6.0000e-01, 1.8201e+01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 9.5000e-01, 1.4600e+01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 1.7000e+00, 1.0914e+01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 3.0000e+00, 8.0440e+00
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 5.1000e+00, 5.8891e+00
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 8.3000e+00, 4.3439e+00
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 1.2000e+01, 3.4393e+00
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 1.9000e+01, 2.5883e+00
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 3.0000e+01, 2.0645e+00
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 4.5000e+01, 1.8096e+00
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 6.0000e+01, 1.6774e+00
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 8.0000e+01, 1.5804e+00
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 9.8000e+01, 1.5308e+00
