# This file is generated on 06-Dec-2021 at 11:43:04 and contains for each site, each satellite, frequency:
# att_scin = attenuation due to scintillation (dB).
# All parameters are computed by: ITU-R P.618-10 model.
# Attenuation due to clouds results are sorted acording to the site identification number:
#    _ 1 = Lavrion 75GHz (Lat = 3.7720e+01 deg, Lon = 2.4048e+01 deg, Alt = 2.0000e-02 km)
# Stored values are organised as follow:
# Site number, Satellite number, Frequency (GHz), Elevation angle (deg), Elevation probability (), Time exceeded (%), att_scin (dB)
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 4.5000e-02, 1.5142e+00
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 7.7000e-02, 1.3772e+00
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 1.3000e-01, 1.2515e+00
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 2.1000e-01, 1.1422e+00
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 3.5000e-01, 1.0308e+00
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 6.0000e-01, 9.1774e-01
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 9.5000e-01, 8.2404e-01
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 1.7000e+00, 7.0765e-01
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 3.0000e+00, 5.9505e-01
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 5.1000e+00, 4.8944e-01
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 8.3000e+00, 3.9107e-01
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 1.2000e+01, 3.1511e-01
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 1.9000e+01, 2.1794e-01
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 3.0000e+01, 1.1788e-01
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 4.5000e+01, 2.5541e-02
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 6.0000e+01, -4.2296e-02
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 8.0000e+01, -1.1228e-01
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 9.8000e+01, -1.6304e-01
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 1.0000e-02, 1.6553e+00
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 1.6000e-02, 1.5312e+00
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 2.7000e-02, 1.4021e+00
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 4.5000e-02, 1.2842e+00
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 7.7000e-02, 1.1680e+00
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 1.3000e-01, 1.0614e+00
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 2.1000e-01, 9.6870e-01
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 3.5000e-01, 8.7423e-01
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 6.0000e-01, 7.7834e-01
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 9.5000e-01, 6.9888e-01
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 1.7000e+00, 6.0017e-01
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 3.0000e+00, 5.0467e-01
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 5.1000e+00, 4.1510e-01
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 8.3000e+00, 3.3168e-01
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 1.2000e+01, 2.6725e-01
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 1.9000e+01, 1.8484e-01
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 3.0000e+01, 9.9979e-02
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 4.5000e+01, 2.1662e-02
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 6.0000e+01, -3.5872e-02
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 8.0000e+01, -9.5226e-02
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 9.8000e+01, -1.3828e-01
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 1.0000e-02, 1.4438e+00
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 1.6000e-02, 1.3356e+00
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 2.7000e-02, 1.2229e+00
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 4.5000e-02, 1.1201e+00
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 7.7000e-02, 1.0188e+00
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 1.3000e-01, 9.2579e-01
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 2.1000e-01, 8.4493e-01
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 3.5000e-01, 7.6252e-01
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 6.0000e-01, 6.7889e-01
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 9.5000e-01, 6.0958e-01
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 1.7000e+00, 5.2348e-01
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 3.0000e+00, 4.4019e-01
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 5.1000e+00, 3.6206e-01
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 8.3000e+00, 2.8930e-01
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 1.2000e+01, 2.3310e-01
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 1.9000e+01, 1.6122e-01
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 3.0000e+01, 8.7204e-02
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 4.5000e+01, 1.8894e-02
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 6.0000e+01, -3.1289e-02
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 8.0000e+01, -8.3059e-02
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 9.8000e+01, -1.2061e-01
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 1.0000e-02, 1.2877e+00
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 1.6000e-02, 1.1912e+00
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 2.7000e-02, 1.0907e+00
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 4.5000e-02, 9.9899e-01
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 7.7000e-02, 9.0862e-01
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 1.3000e-01, 8.2568e-01
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 2.1000e-01, 7.5356e-01
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 3.5000e-01, 6.8007e-01
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 6.0000e-01, 6.0548e-01
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 9.5000e-01, 5.4366e-01
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 1.7000e+00, 4.6687e-01
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 3.0000e+00, 3.9259e-01
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 5.1000e+00, 3.2291e-01
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 8.3000e+00, 2.5801e-01
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 1.2000e+01, 2.0790e-01
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 1.9000e+01, 1.4379e-01
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 3.0000e+01, 7.7774e-02
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 4.5000e+01, 1.6851e-02
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 6.0000e+01, -2.7905e-02
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 8.0000e+01, -7.4077e-02
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 9.8000e+01, -1.0757e-01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 1.0000e-02, 1.1697e+00
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 1.6000e-02, 1.0820e+00
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 2.7000e-02, 9.9077e-01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 4.5000e-02, 9.0748e-01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 7.7000e-02, 8.2539e-01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 1.3000e-01, 7.5005e-01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 2.1000e-01, 6.8453e-01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 3.5000e-01, 6.1777e-01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 6.0000e-01, 5.5002e-01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 9.5000e-01, 4.9386e-01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 1.7000e+00, 4.2411e-01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 3.0000e+00, 3.5663e-01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 5.1000e+00, 2.9333e-01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 8.3000e+00, 2.3438e-01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 1.2000e+01, 1.8885e-01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 1.9000e+01, 1.3062e-01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 3.0000e+01, 7.0650e-02
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 4.5000e+01, 1.5307e-02
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 6.0000e+01, -2.5349e-02
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 8.0000e+01, -6.7292e-02
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 9.8000e+01, -9.7716e-02
